date,header,time,description,date_entity
17.11.13,275 הרוגים בתאונות דרכים מתחילת השנה ,13:46,שבעה בני אדם נהרגו בשבוע החולף בתאונות דרכים קטלניות על כבישי ישראל - בין ההרוגים שני רוכבי דו-גלגלי ושלושה הולכי רגל ,"ynet ו-hnn  (תאריך: 17.11.13, שעה: 13:46) "
30.10.13,החששות של הציבור: תאונות דרכים ובריונות ,18:08,"כך עולה ממחקר של המשרד לביטחון פנים שבדק את עמדת הציבור באשר לכחולי המדים. בין היתר, מראים הממצאים כי רמת הביטחון האישי יורדת במקומות מסחר ","עומרי אפרים   (תאריך: 30.10.13, שעה: 18:08) "
27.10.13,הקטל בכביש: 3 רוכבי דו-גלגלי נהרגו השבוע ,11:17,שישה בני אדם נהרגו במהלך השבוע החולף במספר תאונות דרכים קטלניות. בין ההרוגים גם רוכבת טרקטורון. מתחילת השנה נהרגו 257 בני אדם בתאונות דרכים ,"ynet ו-hnn  (תאריך: 27.10.13, שעה: 11:17) "
20.10.13,הקטל בכביש - שבעה הרוגים בשבוע אחד ,10:24,"251 בני אדם נהרגו מתחילת השנה בתאונות דרכים קטלניות, שבעה מהם במהלך השבוע החולף ","ynet ו-hnn  (תאריך: 20.10.13, שעה: 10:24) "
18.10.13,"חשד: דרס למוות בקריית אתא, הביט וברח ",06:19,"הולך רגל נהרג מפגיעת רכב בכניסה לקריית אתא, הנהג הפוגע עצר לכמה שניות ואז המשיך לנסוע. המשטרה עצרה צעיר משפרעם במחסום שהציבה, אך לא ברור אם ","אחיה ראב""ד  (תאריך: 18.10.13, שעה: 06:19) "
16.10.13,"ניסוי אוסטרלי - 200 ק""מ ללא הגבלת מהירות ",19:04,"דווקא במדינה שהציגה שיפור קיצוני במספר ההרוגים על הכביש, תבוטל הגבלת המהירות באחד הכבישים המרכזיים. לתשומת לב משרד התחבורה ","סוכנויות הידיעות  (תאריך: 16.10.13, שעה: 19:04) "
13.10.13,מתחילת השנה: 244 הרוגים בתאונות דרכים ,11:42,חמישה בני אדם נהרגו בשלוש תאונות דרכים קטלניות השבוע. מתחילת השנה נרשמה עליה במספר ההרוגים ,"ynet ו-hnn  (תאריך: 13.10.13, שעה: 11:42) "
29.09.13,מתחילת השנה: 232 הרוגים בתאונות דרכים ,11:08,שישה בני אדם נהרגו בשבוע החולף על כבישי ישראל בחמש תאונות דרכים קטלניות. מספר ההרוגים מתחילת השנה דומה לאשתקד ,"ynet ו-hnn  (תאריך: 29.09.13, שעה: 11:08) "
22.09.13,שבוע קטלני - שמונה הרוגים בתאונות דרכים ,11:34,שמונה בני אדם נהרגו בתאונות דרכים בשבוע החולף - מהם שלושה שנהרגו בשתי תאונות שאירעו היום. מתחילת השנה נהרגו בתאונות 229 בני אדם ,"ynet ו-hnn  (תאריך: 22.09.13, שעה: 11:34) "
15.09.13,מתחילת השנה -  221 הרוגים בתאונות ,10:16,"בשבוע החולף נהרגו שישה בני אדם בתאונות דרכים, ומספר ההרוגים מתחילת השנה עלה ל-221. לאחר הירידה הדרמטית במספר התאונות הקטלניות אשתקד, ב-2013 ","ynet ו-hnn  (תאריך: 15.09.13, שעה: 10:16) "
01.09.13,מתחילת השנה - 213 הרוגים בתאונות ,10:34,"מתחילת השנה נהרגו 213 בני אדם בתאונות דרכים קטלניות. לאחר הירידה הדרמטית במספר התאונות הקטלניות אשתקד, ב-2013 ניכרת עליה במספר ההרוגים ","ynet ו-hnn  (תאריך: 01.09.13, שעה: 10:34) "
28.08.13,הכנסת הקימה ועדת משנה למאבק בתאונות ,14:37,"ועדת הכלכלה אישרה היום את הקמתה של ועדת משנה חדשה, שתעסוק במאבק בתאונות הדרכים. בראש הוועדה יעמוד ח""כ דוד צור, שאומר כי ""מדובר לא רק בחיי ","ynet  (תאריך: 28.08.13, שעה: 14:37) "
25.08.13,אדם נהרג בהתנגשות משאית ורכב בכביש 4 ,16:15,"נהג משאית התנגש מסיבה לא ברורה ברכב מסחרי. הנוסע שלצדו נהרג, נהג הרכב המסחרי נפצע בינוני-קשה ונהג המשאית נפצע קל ","רענן בן צור וגלעד מורג  (תאריך: 25.08.13, שעה: 16:15)  "
18.08.13,הקטל בדרכים - שני הרוגים בתאונות בשבוע החולף ,10:33,"מתחילת השנה נהרגו 205 בני אדם בתאונות דרכים קטלניות. לאחר ירידה דרמטית במספר התאונות הקטלניות בשנה שעברה, ב-2013 ניכרת מגמת עליה במספר ","ynet ו-hnn  (תאריך: 18.08.13, שעה: 10:33) "
08.08.13,"מבחני ריסוק בארה""ב - הקטנות לא בטוחות ",22:19,ארגון חברות הביטוח האמריקאי בחן 12 מכוניות קומפקטיות בגרסה מחמירה של מבחני הריסוק שהוא עורך. התוצאה - מחצית המכוניות עם ציון לא טוב ,"רויטרס, ynet  (תאריך: 08.08.13, שעה: 22:19) "
04.08.13,מתחילת השנה - 192 הרוגים בתאונות דרכים ,13:15,חמישה בני אדם נהרגו במהלך השבוע החולף בתאונות דרכים קטלניות. מספר ההרוגים מתחילת השנה דומה לאשתקד ,"ynet ו-hnn  (תאריך: 04.08.13, שעה: 13:15) "
30.07.13,שורה של תאונות ,20:24,"מכה של תאונות דרכים בסוף השבוע האחרון במונטריאול. גבר שרוי במצב קריטי, נערה נפגעה כשרכבה על אופניה ברמזור אדום, ואדם נהרג בתאונת טרקטורון ","מאיה שני  (תאריך: 30.07.13, שעה: 20:24) "
09.07.13,עונש מאסר על אם ל-6 שגרמה למותו של קטנוען ,21:06,אם לשישה ילדים בני 10 עד 24 שגרמה למותו של רוכב קטנוע תישלח ל-8 חודשים בכלא. כך קבעה שופטת תעבורה שמתחה ביקורת על הפרקליטות שלא דרשה עונש ,"רענן בן צור  (תאריך: 09.07.13, שעה: 21:06) "
03.07.13,"רוכב אופנוע נהרג, אשתו נסעה לידו והייתה עדה ",18:39,"הבוקר נסעו יצחק (איציק) אביאב, מעצב שיער מירושלים, ואשתו למקום עבודתם - הוא החליק בכביש רמות והיא נהגה במכונית לפניו. היא הבחינה בתאונה ורצה ","נועם (דבול) דביר  (תאריך: 03.07.13, שעה: 18:39) "
02.07.13,"החופש מתחיל, מספר תאונות הילדים מזנק ",00:16,"אשתקד מתו בארץ בתאונות 121 ילדים, 32 מהם נספו בחודשי הקיץ. ב-2010 נרשמו בקיץ לא פחות מ-57 מקרי מוות. וגם הפעם החופש החל באסון - תינוקת נשכחה ","שחר חי   (תאריך: 02.07.13, שעה: 00:16)  "
30.06.13,אסון ידוע מראש: כביש 554 עדיין גובה קורבנות ,16:59,בכביש שבין טירה לכפר סבא נהרגו תוך שבועיים שני נוסעים ו-23 נפצעו. תושבים הפגינו נגד משרד התחבורה: יודעים על הסכנה ולא עושים כלום. המשטרה: ,"רענן בן צור וחסן שעלאן  (תאריך: 30.06.13, שעה: 16:59) "
23.06.13,תיעד את התאונה: מערב פרוע בגדה המערבית ,13:38,"קובי סלע, שמצלמתו תיעדה תאונה קטלנית ליד שילה, סיפר על מצב בלתי נסבל בכבישי האזור: ""זה אומר לחזור הביתה מנהיגה חיוור או מזיע ולהסביר מה קרה ","איתמר פליישמן  (תאריך: 23.06.13, שעה: 13:38)  "
23.06.13,מתחילת השנה: 166 הרוגים בתאונת דרכים ,10:03,"תשעה בני אדם נהרגו במהלך השבוע החולף על כבישי ישראל. מספר ההרוגים מתחילת השנה גבוה מאשתקד, אך נמוך משמעותית מ-2011 ","ynet ו-hnn  (תאריך: 23.06.13, שעה: 10:03) "
09.06.13,מתחילת השנה: 151 הרוגים בתאונות דרכים ,14:03,שמונה בני אדם נהרגו בתאונות דרכים קשות במהלך השבוע החולף. מחחילת השנה נרשמה עליה לעומת אשתקד ,"ynet ו-hnn  (תאריך: 09.06.13, שעה: 14:03) "
02.06.13,מתחילת השנה: 143 הרוגים בתאונות דרכים ,11:32,ארבעה בני אדם נהרגו במהלך השבוע האחרון בתאונות דרכים קטלניות על כבישי ישראל. מספר ההרוגים מתחילת השנה גבוה מאשתקד ,"ynet ו-hnn  (תאריך: 02.06.13, שעה: 11:32) "
26.05.13,מתחילת השנה: 139 הרוגי תאונות דרכים ,11:14,11 בני אדם נהרגו השבוע בתאונות דרכים שונות. מספר ההרוגים מתחילת השנה גבוה במקצת מאשתקד - כך מדווחים כתבי החדשות של ynet ואתר hnn ,"ynet ו-hnn  (תאריך: 26.05.13, שעה: 11:14) "
19.05.13,הקטל בכביש: 128 הרוגים מתחילת השנה ,11:14,ארבעה בני אדם נהרגו במהלך השבוע החולף על כבישי ישראל. מתחילת השנה נרשמה עליה של 10% במספר ההרוגים ,"ynet ו-hnn  (תאריך: 19.05.13, שעה: 11:14) "
17.05.13,מה נפוץ יותר: תאונות דרכים או שבץ מוחי? ,09:42,"אנחנו חושבים שתאונות נפוצות יותר משבץ, כי אנחנו שומעים עליהן יותר. אם היינו פועלים לפי הסטטיסטיקה, היינו צריכים להשקיע הרבה יותר כסף ברפואה ","ד""ר אושי שהם-קראוס  (תאריך: 17.05.13, שעה: 09:42) "
17.05.13,בן 25 נהרג בהתהפכות מכונית בגליל העליון ,03:20,"דובר מחוז צפון במשטרה, סגן ניצב יהודה ממן, אמר כי הצעיר היה תושב הצפון שהתהפך עם מכוניתו ליד קיבוץ איילת השחר. צוות מד""א נאלץ לקבוע מותו ","מאור בוכניק  (תאריך: 17.05.13, שעה: 03:20) "
12.05.13,מתחילת השנה: 124 הרוגים בתאונות דרכים ,14:51,שני בני אדם נהרגו במהלך השבוע החולף בשתי תאונות דרכים קטלניות. ההחמרה במספר ההרוגים עומדת מתחילת השנה על 10% ,"ynet ו-hnn  (תאריך: 12.05.13, שעה: 14:51) "
08.05.13,צעירה נהרגה ו-2 נפצעו קל בתאונה בבאר שבע ,02:07,שני כלי רכב התנגשו חזיתית בתאונה שאירעה בצומת מרכז אורן בבירת הנגב. מדובר בהרוג שני בכבישים בפחות מ-24 שעות ,"אילנה קוריאל  (תאריך: 08.05.13, שעה: 02:07) "
30.04.13,"200 ""אדומים"": אלה הכבישים המסוכנים בישראל ",20:58,המשטרה מיפתה את הכבישים העירוניים שבהם מספר תאונות הדרכים הגבוה ביותר ותגביר את האכיפה בהם. סיבות מרכזיות לתאונות: אי ציות לתמרורים ורמזורים ,"רענן בן צור  (תאריך: 30.04.13, שעה: 20:58) "
28.04.13,מתחילת השנה: עלייה של 20% במספר ההרוגים ,11:31,"שמונה בני אדם נהרגו במהלך השבוע החולף על כבישי ישראל. בכך עלה מספר ההרוגים השנה ל-116 בני אדם, עלייה חדה לעומת התקופה המקבילה אשתקד ","ynet ו-hnn  (תאריך: 28.04.13, שעה: 11:31) "
21.04.13,מתחילת השנה - 108 הרוגים בתאונות ,10:43,שני בני אדם נהרגו בשבוע האחרון בתאונות דרכים שונות בכבישי ישראל. ynet ו-hnn מביאים לכם את הדיווח המלא ,"ynet ו-hnn  (תאריך: 21.04.13, שעה: 10:43) "
11.04.13,"יום אבל בדיר אל אסד: ""איבדנו צעירים שאהבנו"" ",00:25,לקראת חצות קיבלו משפחות ההרוגים בתאונת הדרכים בנשר את הבשורה המרה. ארבעה מההרוגים מתגוררים בדיר אל אסד ושניים נוספים באיכסל. ראש מועצת דיר ,"חסן שעלאן  (תאריך: 11.04.13, שעה: 00:25)  "
28.03.13,"הקטל בכבישים: ""טלפונים ניידים הם המכה ה-11"" ",16:06,"למחרת היום הקטלני בכבישים יצאו שוטרי אגף התנועה בירושלים ליום נוסף של מלחמה מול הנהג הישראלי בכביש 1. בתפריט: מהירות מטורפת, תירוצים, אזהרות ","נועם (דבול) דביר  (תאריך: 28.03.13, שעה: 16:06) "
22.03.13,"הרוג בתאונת טרקטור, גולש רוח נפצע אנושות ",17:10,"נהג טרקטור בשנות ה-50 לחייו התהפך ליד כפר יובל ונלכד תחתיו. בחדרה נפצע אנושות גולש רוח שהוטח בסלעים בגלל הרוחות העזות, וגולש רוח אחרי נפצע ","רענן בן-צור וחסן שעלאן  (תאריך: 22.03.13, שעה: 17:10) "
17.03.13,מתחילת השנה: 68 הרוגים בתאונות דרכים ,11:37,שמונה בני אדם נהרגו במהלך השבוע החולף על כבישי ישראל. כתבי החדשות של ynet ו-hnn מדווחים על התאונות הקטלניות ,"ynet ו-hnn  (תאריך: 17.03.13, שעה: 11:37) "
10.03.13,מתחילת השנה: 60 הרוגים בתאונות דרכים ,13:04,"שני בני אדם נהרגו במהלך השבוע החולף על כבישי ישראל, והעלו את מספר ההרוגים מתחילת השנה ל-60. כתבי החדשות של ynet ו-hnn מדווחים ","ynet ו-hnn  (תאריך: 10.03.13, שעה: 13:04) "
01.03.13,"בניי נהרגו ב""ציר המוות"". מי האחראי? ",09:10,"במקרה היו אלו בניי שנדרסו ולא בניכם. הם נעלמו מחיי לא כגזירת גורל - אלא בגלל רשלנות, אטימות וחוסר אחריות ","מלכה חכם  (תאריך: 01.03.13, שעה: 09:10) "
24.02.13,"הולכת רגל נהרגה בחיפה, הרוג בכביש 40 ",17:56,רוכב אופנוע פגע בבת 55 במרכז הכרמל. לא ברור אם התאונה הייתה בכביש או על המדרכה. בן 20 נהרג בתאונה ביציאה הצפונית מבאר שבע. בן 4 נפצע קשה ,"כתבי ynet  (תאריך: 24.02.13, שעה: 17:56) "
24.02.13,מתחילת השנה: 48 הרוגים בתאונות דרכים ,11:00,שישה בני אדם נהרגו בשבוע החולף במספר תאונות דרכים קשות. ארבעה מהם נהרגו בשלוש תאונות בכביש 71 בצפון. ynet ו-hnn מדווחים על הקטל בכביש ,"ynet ו-hnn  (תאריך: 24.02.13, שעה: 11:00) "
21.02.13,"מפגינים בכביש הדמים: ""אין לדעת אם תצא חי"" ",14:24,"כביש 71 שמחבר בין בית שאן לעפולה הפך למלכודת מוות. תושבי האזור מחו אחרי שארבעה נהרגו תוך שלושה ימים: ""כשעולים על הכביש הזה אי אפשר לדעת אם ","מאור בוכניק  (תאריך: 21.02.13, שעה: 14:24)  "
21.02.13,"הכביש האדום בצפון: ""פשוט מפחיד לנסוע שם"" ",00:21,"בכביש 71, שגבה חיים מארבעה בני אדם בארבעת הימים האחרונים, יש שני נתיבים בלבד, ללא הפרדה. בעוד במשטרה גורסים כי מצבו אינו הגורם המרכזי ","אחיה ראב""ד  (תאריך: 21.02.13, שעה: 00:21)  "
16.02.13,"שנה בלי אבא, זה כתב האישום שלי ",09:20,"כתב האישום המגוחך, הנהג הפוגע שלא טרח להגיע לדיון, היועץ המשפטי שמתעלם והמשנה לפרקליטת המחוז שחושבת שאני מטרד. שנה אחרי שאבי נהרג בתאונה, ","יאיר נתיב  (תאריך: 16.02.13, שעה: 09:20) "
10.02.13,מתחילת השנה: 36 הרוגים בתאונות דרכים ,12:45,"שישה בני אדם נהרגו במהלך השבוע החולף על כבישי ישראל, בארבע תאונות דרכים קשות. מספר ההרוגים מתחילת השנה - נמוך מאשתקד ","ynet ו-hnn  (תאריך: 10.02.13, שעה: 12:45) "
20.01.13,מתחילת השנה - 18 הרוגים בתאונות דרכים ,14:58,תשעה בני אדם נהרגו במהלך שבוע אחד בתאונות דרכים קטלניות על כבישי ישראל. כתבי החדשות של ynet ו-hnn בדיווח שבועי ,"ynet  (תאריך: 20.01.13, שעה: 14:58) "
13.01.13,מתחילת השנה: תשעה הרוגים בתאונות דרכים ,13:27,חמישה בני אדם נהרגו במהלך השבוע האחרון על כבישי ישראל בשתי תאונות דרכים קשות. כתבי החדשות של ynet ואתר hnn מדווחים ,"ynet  (תאריך: 13.01.13, שעה: 13:27) "
08.01.13,שלושה הרוגים בתאונת דרכים בכביש 1 ,03:54,בתאונה בין מחלף שורש לשער הגיא נהרגו 3 בני אדם ואחר נפצע באורח קשה. ראש אגף התנועה העריך כי התאונה נגרמה עקב נהיגה בשכרות לאחר שנמצאו בקבוקי ,"נועם (דבול) דביר  (תאריך: 08.01.13, שעה: 03:54) "
30.12.12,מתחילת השנה: 291 הרוגים בתאונות דרכים ,14:43,"חמישה בני אדם נהרגו במהלך השבוע האחרון על כבישי ישראל. מספר ההרוגים השנה נמוך באופן דרמטי מאשתקד. יו""ר הרשות הלאומית לבטיחות בדרכים: ""זו ","ynet  (תאריך: 30.12.12, שעה: 14:43) "
23.12.12,הקטל בכבישים ,18:07,"מספר ההרוגים בתאונות דרכים הצטמצם בארה""ב, אבל לא בקליפורניה  ","ציפי שמילוביץ'  (תאריך: 23.12.12, שעה: 18:07) "
16.12.12,הקטל בכביש: 283 הרוגים מתחילת השנה ,11:08,שלושה בני אדם נהרגו במהלך השבוע האחרון בכבישי ישראל. מתחילת השנה נרשמה ירידה דרמטית במספר ההרוגים בתאונות. ynet ו-hnn מדווחים ,"ynet  (תאריך: 16.12.12, שעה: 11:08) "
11.12.12,"אופניים בארה""ב: יותר רוכבים, הרבה יותר הרוגים ",15:24,לזינוק במספר רוכבי האופניים באמריקה יש מחיר: מספר ההרוגים בקרב רוכבים זינק בשנה שעברה בלא פחות מתשעה אחוזים. במקביל ירד מספר הרוגי התאונות ,"ynet וסוכנויות הידיעות  (תאריך: 11.12.12, שעה: 15:24) "
09.12.12,הקטל בכביש: 280 הרוגים מתחילת השנה ,14:08,חמישה בני אדם נהרגו במהלך השבוע האחרון על כבישי ישראל. מתחילת השנה נרשמה ירידה דרמטית במספר ההרוגים בתאונות. ynet ו-hnn מדווחים ,"ynet  (תאריך: 09.12.12, שעה: 14:08) "
18.11.12,תאונות דרכים - 269 הרוגים מתחילת השנה ,11:37,שישה בני אדם נהרגו במהלך השבוע החולף בתאונות דרכים על כבישי ישראל. מספר ההרוגים מתחילת השנה נמוך משמעותית מאשתקד. ynet ו-hnn מדווחים ,"ynet  (תאריך: 18.11.12, שעה: 11:37) "
12.11.12,"טקס לזכר ליאת ואביקם: ""רכבְת מכאן אל הדממה"" ",01:24,"בני משפחה, חברים ומכרים עלו לקבריהם של בני הזוג גור שנהרגו בתאונת אופנוע בצפון הארץ. אחייניתה של ליאת כתבה והלחינה שיר לזכרה: ""נקטפת מהר ","
בועז פיילר  (תאריך: 12.11.12, שעה: 01:24)  "
04.11.12,למשטרה קשה לאכוף? מספר הניידות יגדל פי 3 ,18:01,"הרשות הלאומית עומדת להזרים תקציב גדול פי שלושה למשטרת התנועה, במטרה להגדיל את מספר הניידות מ-150 ל-450 ולגייס 1,000 סטודנטים לתפקידי שיטור. ","שחר הזלקורן  (תאריך: 04.11.12, שעה: 18:01) "
28.10.12,עליה חדה במספר תאונות הדרכים הקשות ,13:02,"מספר הרוגי התאונות השנה מציג ירידה חדה ומבורכת, אלא שבאותו זמן נרשמת עליה ברורה במספר התאונות בכלל, ותאונות קשות בפרט. הסיבה: שיפור ניכר ","שחר הזלקורן  (תאריך: 28.10.12, שעה: 13:02) "
21.10.12,הקטל בכביש: השבוע נהרגו חמישה הולכי רגל ,11:46,"246 בני אדם נהרגו מתחילת השנה, שמונה מהם במהלך השבוע האחרון. בין ההרוגים - חמישה הולכי רגל ","ynet  (תאריך: 21.10.12, שעה: 11:46) "
16.10.12,מתחילת השנה: 239 הרוגים בתאונות דרכים ,12:28,"הירידה הדרמטית בבמספר הרוגי תאונות הדרכים נמשכת. אם תמשך המגמה עד סוף השנה הנוכחית, תהפוך 2012 לשנה הפחות קטלנית מאז תחילת איסוף נתוני הקטל ","ynet  (תאריך: 16.10.12, שעה: 12:28) "
13.10.12,שבת שחורה: שני הרוגים בתאונות דרכים בשרון ,19:14,"אופנוען בן 26 נהרג בהתנגשות ברחוב זלמן שזר בנתניה. בכביש 6 נדרס למוות נהג כבן 60 שירד ממכוניתו בדרך לחתונה בצפון. בבית החולים רמב""ם נקבע ","רענן בן צור  (תאריך: 13.10.12, שעה: 19:14) "
08.10.12,"אם ל-4 נהרגה בדרום: ""זה לא הכביש, זה הנהגים"" ",18:55,"גלי מנטש מראשון לציון, שנהרגה בתאונה החזיתית בכביש 31 בין צומת שוקת ללהבים, הותירה אחריה ארבעה ילדים בני 11, 9, 4 ושנתיים. ""היא הייתה ","אילנה קוריאל  (תאריך: 08.10.12, שעה: 18:55) "
23.09.12,מתחילת השנה: 224 הרוגים בתאונות דרכים ,14:10,16 בני אדם נהרגו במהלך השבועיים האחרונים בתאונות דרכים קשות על כבישי ישראל. ירידה של עשרות אחוזים במספר ההרוגים לעומת אשתקד. ynet ו-hnn ,"ynet  (תאריך: 23.09.12, שעה: 14:10) "
13.09.12,אשה נדרסה למוות בקריות; נער נהרג ליד עפולה ,20:11,"בשכונת צור שלום בקריית ביאליק נפגעה הולכת רגל כבת 60 על-ידי כלי רכב מסחרי, ומותה נקבע במקום. במשטרה חושדים כי לא עברה במעבר חצייה. ליד עפולה ","אחיה ראב""ד  (תאריך: 13.09.12, שעה: 20:11) "
09.09.12,מתחילת השנה - 208 הרוגים בתאונות דרכים ,14:00,שישה בני אדם נהרגו במהלך השבוע האחרון על כבישי ישראל. מתחילת השנה נרשמה ירידה חדה במספר ההרוגים. ynet ו-hnn מדווחים  ,"ynet  (תאריך: 09.09.12, שעה: 14:00) "
07.09.12,"אחי הבכור מיכאל ז""ל, יש לי חלום ",08:41,"שיום יבוא ובתי המשפט יתייחסו לפגע וברח כאל רצח. שאדם שדרס, ברח והפקיר ינהל את משפטו מתא המעצר. יש לי חלום שתיתן לי את הכוח להילחם בתרבות של ","גבי מירילשווילי  (תאריך: 07.09.12, שעה: 08:41) "
03.09.12,"ח""כים: למצות את הדין עם מבצעי ""פגע וברח"" ",08:58,"אף שהחוק מאפשר לכלוא מבצעי ""פגע וברח"" ל-14 שנה, בתי המשפט לא ממהרים לגזור עונשי מאסר ארוכים. בכנסת קוראים לשופטים להתעורר ומציעים לנסח סעיפי ","מורן אזולאי   (תאריך: 03.09.12, שעה: 08:58) "
02.09.12,מתחילת השנה: 202 הרוגים בכבישים ,17:00,אדם אחד נהרג במהלך השבוע החולף. מתחילת השנה נרשמה ירידה דרסטית במספר הרוגי תאונות הדרכים. ynet ו-hnn מביאים לכם את המספרים הקשים ,"ynet  (תאריך: 02.09.12, שעה: 17:00) "
26.08.12,מתחילת השנה: 201 הרוגים בתאונות דרכים ,12:37,שמונה בני אדם נהרגו במהלך השבוע החולף בתאונות דרכים קטלניות. מתחילת השנה נהרגו 201 בני אדם - מספר נמוך משמעותית מאשתקד. ynet ו-hnn מביאים ,"ynet  (תאריך: 26.08.12, שעה: 12:37) "
13.08.12,פצועים קשה - המשטרה מדווחת רק על שליש? ,08:51,"כיצד נוצר פער עצום באחד הנתונים החשובים במלחמה בתאונות הדרכים - מספר הפצועים קשה שהגיעו לבתי חולים? חמור מכך, כיצד קרה שהפער בין דיווחי שני ","שחר הזלקורן  (תאריך: 13.08.12, שעה: 08:51) "
12.08.12,מתחילת השנה: 187 הרוגים בתאונות דרכים ,13:18,שני בני אדם נהרגו במהלך השבוע החולף על כבישי ישראל. הירידה במספר ההרוגים מתחילת השנה גדלה באופן עקבי. ynet ו-hnn מסכמים את הקטל השבועי ,"ynet  (תאריך: 12.08.12, שעה: 13:18) "
22.07.12,מתחילת השנה: 176 הרוגים בתאונות ,12:14,שישה בני אדם נהרגו במהלך השבוע האחרון בכבישי ישראל. מתחילת השנה ניכרת מגמת ירידה במספר ההרוגים בתאונות דרכים. ynet ו-hnn מביאים לכם את תמונת ,"ynet  (תאריך: 22.07.12, שעה: 12:14) "
15.07.12,מתחילת השנה: 170 הרוגים בתאונות דרכים ,11:04,חמישה בני אדם נהרגו במהלך השבוע האחרון על כבישי ישראל. מספר הרוגי תאונות הדרכים נמצא בירידה מתמדת מתחילת השנה. ynet ו-hnn מביאים לכם את ,"ynet  (תאריך: 15.07.12, שעה: 11:04) "
08.07.12,מתחילת השנה: 165 הרוגי תאונות דרכים ,14:02,שבעה בני אדם נהרגו במהלך השבוע האחרון על כבישי ישראל. מספר הרוגי תאונות הדרכים נמצא בירידה מתמדת מתחילת השנה. ynet ו-hnn מביאים לכם את תמונת ,"ynet  (תאריך: 08.07.12, שעה: 14:02) "
01.07.12,סיכום חצי-שנתי: ירידה במספר הרוגי תאונות ,18:30,"שישה בני אדם נהרגו במהלך השבוע החולף על כבישי ישראל, והעלו את מספר ההרוגים מתחילת השנה ל-159 בני אדם. ynet ו-hnn מביאים לכם את סיכום הקטל ","ynet  (תאריך: 01.07.12, שעה: 18:30) "
24.06.12,2012: ירידה של כ-25% במספר הרוגי התאונות ,15:51,הירידה במספר ההרוגים בתאונות דרכים השנה עומדת על כ-25% לעומת אשתקד. במהלך השבוע החולף נהרגו 8 בני אדם. ynet ו-hnn מביאים לכם את סיכום הקטל ,"ynet  (תאריך: 24.06.12, שעה: 15:51) "
19.06.12,"לילה של תאונות: הרוג בוואדי ערה, פצועה בת""א ",09:46,"בתאונה באום אל פחם, שבה התנגש רכב פרטי במשאית, נכנס אחד הנהגים לצומת באור אדום. נהג המכונית נהרג. בדרך נמיר בתל-אביב נפצעה קשה צעירה שהתנגשה ","חסן שעלאן ואלי סניור  (תאריך: 19.06.12, שעה: 09:46) "
03.06.12,מתחילת השנה: 132 הרוגים בתאונות דרכים ,15:55,חמישה בני אדם נהרגו במהלך השבוע האחרון על כבישי ישראל. מספר ההרוגים מתחילת השנה נמוך משמעותית מאשתקד. ynet ו-hnn מביאים לכם את סיכום הקטל ,"ynet  (תאריך: 03.06.12, שעה: 15:55) "
28.05.12,מתחילת השנה: 128 הרוגים בתאונות דרכים ,17:54,"התאונה המחרידה בכניסה לטבריה, בה נהרגו שמונה בני משפחה אחת, זעזעה בשבוע החולף מדינה שלמה. ynet ו-hnn מביאים לכם את הדיווח השבועי על הקטל ","ynet  (תאריך: 28.05.12, שעה: 17:54) "
16.05.12,ביום פתיחת המשפט: מתה הקשישה שנדרסה  ,08:03,"פאניה פייזילברג שנפצעה לפני כחודש בתאונת פגע וברח כשטיילה עם בתה בחיפה - מתה בבית החולים שבו אושפזה מאז התאונה, בדיוק ביום שבו מתחיל משפטם ","אחיה ראב""ד וחסן שעלאן  (תאריך: 16.05.12, שעה: 08:03)  "
15.05.12,"קנס על משלוח הודעות בצעידה: ""הליכה מסוכנת"" ",05:33, ,"ynet  (תאריך: 15.05.12, שעה: 05:33) "
09.05.12,זה רשמי: נמצאה הסיבה לירידה במספר ההרוגים ,12:07,"השנה החולפת הייתה הכי פחות קטלנית על כבישי ארה""ב, והרשות הלאומית לבטיחות בדרכים בדקה מדוע. תוצאת הבדיקה: אישור להערכת מומחים כי מדובר בעיקר ","ynet ורויטרס  (תאריך: 09.05.12, שעה: 12:07) "
05.05.12,בת 23 נדרסה למוות על-ידי אוטובוס בתל-אביב ,23:40,"נהג אגד עוכב לחקירה לאחר שדרס צעירה בדרום תל-אביב. על-פי עדותו, היא התפרצה לכביש. בשבת בבוקר נהרג  מרדכי גולן, שהוביל שיירת אופנועים בצפון  ","אלי סניור  (תאריך: 05.05.12, שעה: 23:40) "
18.04.12,מהירות מופרזת - גורם שולי לתאונות עם נפגעים ,14:23,"נתונים שמפרסמת הלשכה המרכזית לסטטיסטיקה מוכיחים שוב: מהירות מופרזת הינה גורם שולי לתאונות דרכים עם נפגעים, ו-74% מהמעורבים בתאונות הם גברים. ","שחר הזלקורן  (תאריך: 18.04.12, שעה: 14:23) "
16.04.12,"נשים מתבלבלות יותר בין מצערת לבלם, עובדה ",10:20,"מחקר שביצעה הרשות האמריקנית לבטיחות בדרכים, מגלה כי קרוב לשני שליש מהתאונות הנגרמות בגלל בלבול בין דוושות ההאצה והבלימה, נגרמות על-ידי נשים. ","רועי צוקרמן ו-AP  (תאריך: 16.04.12, שעה: 10:20) "
